group_by_sex,group_by_1,group_by_label_1,group_by_value_1,group_by_2,variable,prevalence,mean,median,sd,percentile_025,percentile_750
NA,Bin,bin 3,3,NA,H3_cat2_1,96.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_0,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_2,0.6,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_4,4.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_5,49.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,IADL_cat7_6,45.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1A_cat2_0,85.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1A_cat2_1,14.6,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1B_cat2_0,70.9,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1B_cat2_1,29.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1C_cat2_0,68.3,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1C_cat2_1,31.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1DE_cat2_0,82.5,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1DE_cat2_1,17.5,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1D_cat2_0,49.8,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1D_cat2_1,50.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1K_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1K_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1L_cat2_0,97.8,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,J1L_cat2_1,2.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K2E_cat2_0,89.3,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K2E_cat2_1,10.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K3D_cat2_0,61.3,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K3D_cat2_1,38.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K3E_cat2_0,38.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K3E_cat2_1,61.3,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K8E_cat2_0,38.8,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,K8E_cat2_1,61.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L1A_cat2_0,43.9,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L1A_cat2_1,56.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L2B_cat2_0,61.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L2B_cat2_1,38.6,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L2C_cat2_0,82.9,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,L2C_cat2_1,17.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_0,50.5,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_2,21.5,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_3,9.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Oxygen_cat6_5,18.5,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4A_cat4_0,28.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4A_cat4_1,49.2,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4A_cat4_2,15.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4A_cat4_3,6.7,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4B_cat4_0,63.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4B_cat4_1,22.8,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4B_cat4_2,8.8,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,P4B_cat4_3,5.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Renal_cat4_0,82,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Renal_cat4_1,15.6,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Renal_cat4_3,2.4,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Sex_cat2_0,40.1,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Sex_cat2_1,59.9,NA,NA,NA,NA,NA
NA,Bin,bin 3,3,NA,Age_cont,NA,80.31,82,11.13,73,89
NA,Bin,bin 4,4,NA,A1_cat7_0,11.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_1,12.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_2,12.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_3,14.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_4,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_5,15.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A1_cat7_6,18,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A2_cat5_0,54.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A2_cat5_1,13.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A2_cat5_2,6.5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A2_cat5_3,22,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,A2_cat5_4,3.5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_0,12.5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_1,7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_2,16.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_3,10.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_4,20.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_5,21.2,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,ADL_cat7_6,11.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,B2B_cat2_0,55.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,B2B_cat2_1,44.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,BB6_cat5_0,18.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,BB6_cat5_1,10.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,BB6_cat5_2,5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,BB6_cat5_3,9.9,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,BB6_cat5_4,56.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_0,30.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_3,62,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Cancer_cat6_5,7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,H3_cat2_0,4.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,H3_cat2_1,95.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_0,0,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_2,1.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_3,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_4,4.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_5,50,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,IADL_cat7_6,43.9,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1A_cat2_0,83.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1A_cat2_1,16.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1B_cat2_0,69.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1B_cat2_1,30.2,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1C_cat2_0,66.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1C_cat2_1,33.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1DE_cat2_0,81,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1DE_cat2_1,19,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1D_cat2_0,48.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1D_cat2_1,51.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1K_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1K_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1L_cat2_0,97.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,J1L_cat2_1,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K2E_cat2_0,90.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K2E_cat2_1,9.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K3D_cat2_0,63.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K3D_cat2_1,36.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K3E_cat2_0,41.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K3E_cat2_1,58.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K8E_cat2_0,51.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,K8E_cat2_1,48.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L1A_cat2_0,48.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L1A_cat2_1,51.6,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L2B_cat2_0,64.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L2B_cat2_1,35.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L2C_cat2_0,84.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,L2C_cat2_1,15.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_0,51.5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_2,20.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_3,8.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_4,0,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Oxygen_cat6_5,19.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4A_cat4_0,29.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4A_cat4_1,49.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4A_cat4_2,15.1,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4A_cat4_3,5.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4B_cat4_0,65.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4B_cat4_1,21.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4B_cat4_2,7.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,P4B_cat4_3,5,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Renal_cat4_0,80.4,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Renal_cat4_1,16.8,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Renal_cat4_3,2.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Sex_cat2_0,39.3,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Sex_cat2_1,60.7,NA,NA,NA,NA,NA
NA,Bin,bin 4,4,NA,Age_cont,NA,80.75,83,11.1,74,89
NA,Bin,bin 5,5,NA,A1_cat7_0,12.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_1,13.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_2,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_3,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_4,15.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_5,14.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A1_cat7_6,16.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A2_cat5_0,54.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A2_cat5_1,14.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A2_cat5_2,7.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A2_cat5_3,20.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,A2_cat5_4,2.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_0,13.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_1,8.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_2,17.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_3,9.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_4,20.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_5,20.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,ADL_cat7_6,10.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,B2B_cat2_0,58.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,B2B_cat2_1,41.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,BB6_cat5_0,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,BB6_cat5_1,9.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,BB6_cat5_2,5.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,BB6_cat5_3,9.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,BB6_cat5_4,57.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_0,33.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_2,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_3,60,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Cancer_cat6_5,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,H3_cat2_0,4.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,H3_cat2_1,95.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_0,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_2,1.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_4,4.8,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_5,51.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,IADL_cat7_6,42,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1A_cat2_0,83.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1A_cat2_1,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1B_cat2_0,69.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1B_cat2_1,30.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1C_cat2_0,65.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1C_cat2_1,34.8,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1DE_cat2_0,81,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1DE_cat2_1,19,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1D_cat2_0,48.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1D_cat2_1,51.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1K_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1K_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1L_cat2_0,98,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,J1L_cat2_1,2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K2E_cat2_0,91.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K2E_cat2_1,8.8,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K3D_cat2_0,62.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K3D_cat2_1,37.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K3E_cat2_0,42,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K3E_cat2_1,58,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K8E_cat2_0,58.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,K8E_cat2_1,41.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L1A_cat2_0,49.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L1A_cat2_1,50.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L2B_cat2_0,68.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L2B_cat2_1,31.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L2C_cat2_0,84.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,L2C_cat2_1,15.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_0,52.4,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_2,18.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_3,10.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_4,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Oxygen_cat6_5,18.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4A_cat4_0,28.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4A_cat4_1,50.6,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4A_cat4_2,14.5,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4A_cat4_3,6.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4B_cat4_0,64.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4B_cat4_1,22.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4B_cat4_2,8.2,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,P4B_cat4_3,4.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Renal_cat4_0,80.1,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Renal_cat4_1,16.9,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Renal_cat4_2,0,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Renal_cat4_3,3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Sex_cat2_0,38.3,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Sex_cat2_1,61.7,NA,NA,NA,NA,NA
NA,Bin,bin 5,5,NA,Age_cont,NA,80.53,82,10.8,74,89
NA,Bin,bin 6,6,NA,A1_cat7_0,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_1,12.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_2,12.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_3,13.4,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_4,16.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_5,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A1_cat7_6,18,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A2_cat5_0,51.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A2_cat5_1,15.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A2_cat5_2,8.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A2_cat5_3,20.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,A2_cat5_4,3.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_0,13.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_1,6.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_2,17.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_3,9.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_4,20.7,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_5,21.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,ADL_cat7_6,10.4,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,B2B_cat2_0,58.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,B2B_cat2_1,41.4,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,BB6_cat5_0,17.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,BB6_cat5_1,10,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,BB6_cat5_2,5,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,BB6_cat5_3,10.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,BB6_cat5_4,57,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_0,39.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_1,0,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_2,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_3,54.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_4,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,Cancer_cat6_5,6.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,H3_cat2_0,5.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,H3_cat2_1,94.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_0,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_1,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_2,1.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_3,0.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_4,5,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_5,47.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,IADL_cat7_6,44.7,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1A_cat2_0,82.7,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1A_cat2_1,17.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1B_cat2_0,67.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1B_cat2_1,32.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1C_cat2_0,66.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1C_cat2_1,33.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1DE_cat2_0,78.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1DE_cat2_1,21.7,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1D_cat2_0,47,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1D_cat2_1,53,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1K_cat2_0,99.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1K_cat2_1,0.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1L_cat2_0,97.4,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,J1L_cat2_1,2.6,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K2E_cat2_0,91.7,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K2E_cat2_1,8.3,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K3D_cat2_0,61.5,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K3D_cat2_1,38.5,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K3E_cat2_0,43.9,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K3E_cat2_1,56.1,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K8E_cat2_0,70.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,K8E_cat2_1,29.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,L1A_cat2_0,54.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,L1A_cat2_1,45.8,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,L2B_cat2_0,70.2,NA,NA,NA,NA,NA
NA,Bin,bin 6,6,NA,L2B_cat2_1,29.8,NA,NA,NA,NA,NA
